pagenation	region	hpatitisc-incidence	heptitisc-ir	heptitisc-death	heptitisc-dr	heptitisb-incidence	heptitisb-death	heptitisb-ir	heptitisb-dr	hepatitise-incidence	hepatitise-death	hepatitise-ir	hepatitise-dr	hepatitisa-incidence	hepatitisa-death	hepatitisa-ir	hepatitisa-dr	hepatitis-incidence	hepatitis-death	hepatitis-ir	hepatitis-dr	hepatitisun-incidence	hepatitisun-death	hepatitisun-ir	hepatitisun-dr
2010-10	重庆市	172	0.6016	1	0.0035	1433	2	5.0122	0.007	25	0	0.0874		82	0	0.2868		1786	3	6.2469	0.0105	74	0	0.2588	
2005-11	江苏省	100	0.1341	0		1381	1	1.8516	0.0013	136	0	0.1823		132	0	0.177		2230	2	2.9899	0.0027	481	1	0.6449	0.0013
2009-02	海南省	58	0.6792	0		502	0	5.8782		3	0	0.0351		22	0	0.2576		642	0	7.5176		57	0	0.6675	
2007-02	吉林省	310	1.1385	0		926	0	3.4007		24	0	0.0881		55	0	0.202		1425	0	5.2332		110	0	0.404	
2014-07	全    国	17151	1.2656	13	0.001	80601	31	5.9477	0.0023	1958	1	0.1445	0.0001	2180	2	0.1609	0.0001	104610	48	7.7193	0.0035	2720	1	0.2007	0.0001
2007-05	四川省	194	0.2375	1	0.0012	6773	7	8.2911	0.0086	74	0	0.0906		656	0	0.803		8086	8	9.8984	0.0098	389	0	0.4762	
2008-09	山西省	336	0.9903	0		3375	0	9.947		13	0	0.0383		66	0	0.1945		3894	0	11.4766		104	0	0.3065	
2014-10	广    西	796	1.6868	0		3212	4	6.8065	0.0085	96	0	0.2034		84	0	0.178		4317	4	9.1481	0.0085	129	0	0.2734	
2005-05	四川省	171	0.2088	0		8085	8	9.8739	0.0098	31	0	0.0379		870	0	1.0625		9562	8	11.6777	0.0098	405	0	0.4946	
2007-11	吉林省	433	1.5902	0		1305	0	4.7925		41	0	0.1506		34	0	0.1249		1911	0	7.018		98	0	0.3599	
2016-09	福建省	174	0.4572	0		3134	1	8.2344	0.0026	47	0	0.1235		30	0	0.0788		3552	1	9.3326	0.0026	167	0	0.4388	
2015-02	广东省	1336	1.2458	0		9328	4	8.6982	0.0037	199	0	0.1856		91	0	0.0849		11137	4	10.3851	0.0037	183	0	0.1706	
2015-07	青海省	158	2.7082	0		640	0	10.9698		4	0	0.0686		30	0	0.5142		838	0	14.3636		6	0	0.1028	
2008-10	浙江省	157	0.3103	0		2810	2	5.5534	0.004	88	0	0.1739		94	0	0.1858		3538	2	6.9921	0.004	389	0	0.7688	
2006-02	黑龙江省	296	0.7749	0		2039	1	5.3377	0.0026	48	0	0.1257		84	0	0.2199		2658	4	6.9581	0.0105	191	3	0.5	0.0079
2004-08	河南省	508	0.5241	0		8552	6	8.8238	0.0062	26	0	0.0268		1239	0	1.2784		10700	6	11.04	0.0062	375	0	0.3869	
2007-10	吉林省	308	1.1311	0		1132	0	4.1572		42	0	0.1542		44	0	0.1616		1618	0	5.942		92	0	0.3379	
2015-04	北京市	80	0.3718	0		137	2	0.6367	0.0093	29	0	0.1348		11	0	0.0511		262	2	1.2177	0.0093	5	0	0.0232	
2005-08	甘肃省	285	1.1053	0		4702	1	18.2355	0.0039	1	0	0.0039		469	1	1.8189	0.0039	5536	2	21.47	0.0078	79	0	0.3064	
2007-10	广东省	669	0.719	0		9496	16	10.2064	0.0172	163	1	0.1752	0.0011	129	0	0.1386		10779	18	11.5853	0.0193	322	1	0.3461	0.0011
2013-01	宁    夏	58	0.8962	0		559	0	8.6373		5	0	0.0773		10	0	0.1545		639	0	9.8735		7	0	0.1082	
2013-07	河南省	2874	3.0555	0		6221	7	6.6139	0.0074	44	1	0.0468	0.0011	91	0	0.0967		9275	8	9.8607	0.0085	45	0	0.0478	
2010-07	贵州省	272	0.7162	0		2647	3	6.9695	0.0079	17	0	0.0448		427	0	1.1243		3456	3	9.0995	0.0079	93	0	0.2449	
2013-12	福建省	173	0.4616	0		3054	5	8.1483	0.0133	76	0	0.2028		24	0	0.064		3646	5	9.7279	0.0133	319	0	0.8511	
2006-08	福建省	65	0.1839	0		3153	2	8.9194	0.0057	18	0	0.0509		126	0	0.3564		3809	3	10.7751	0.0085	447	1	1.2645	0.0028
2009-12	湖南省	394	0.6171	1	0.0016	2724	2	4.2664	0.0031	30	0	0.047		85	0	0.1331		3337	3	5.2265	0.0047	104	0	0.1629	
2007-07	青海省	106	1.9343	0		1265	1	23.0841	0.0182					82	0	1.4964		1484	1	27.0805	0.0182	31	0	0.5657	
2007-01	上海市	36	0.1983	0		728	0	4.011		65	0	0.3581		34	0	0.1873		1000	0	5.5096		137	0	0.7548	
2010-04	安徽省	256	0.4175	0		2822	1	4.6028	0.0016	209	1	0.3409	0.0016	98	0	0.1598		3604	3	5.8783	0.0049	219	1	0.3572	0.0016
2007-01	贵州省	122	0.3247	0		2479	0	6.598		4	0	0.0106		320	0	0.8517		3042	1	8.0965	0.0027	117	1	0.3114	0.0027
2008-02	湖北省	244	0.4281	0		5350	8	9.3876	0.014	128	1	0.2246	0.0018	153	0	0.2685		6181	9	10.8458	0.0158	306	0	0.5369	
2008-04	新疆	663	3.1647	1	0.0048	4572	1	21.8234	0.0048	28	0	0.1337		260	0	1.2411		5611	2	26.7828	0.0095	88	0	0.42	
2008-11	新疆	603	2.8783	0		3733	5	17.8186	0.0239	12	0	0.0573		167	0	0.7971		4573	5	21.8282	0.0239	58	0	0.2768	
2015-03	湖南省	1269	1.8836	0		5191	0	7.7049		144	0	0.2137		58	0	0.0861		6798	0	10.0902		136	0	0.2019	
2015-12	湖南省	1039	1.5422	0		4015	0	5.9594		110	0	0.1633		48	0	0.0712		5308	0	7.8786		96	0	0.1425	
2012-05	江西省	212	0.4723	0		3312	3	7.379	0.0067	41	0	0.0913		67	0	0.1493		3793	3	8.4507	0.0067	161	0	0.3587	
2012-07	海南省	129	1.4703	1	0.0114	699	0	7.9669		6	0	0.0684		12	0	0.1368		874	1	9.9615	0.0114	28	0	0.3191	
2012-06	新疆	925	4.188	3	0.0136	3620	1	16.3897	0.0045	15	0	0.0679		129	0	0.5841		4741	4	21.4651	0.0181	52	0	0.2354	
2004-07	广西	183	0.3769	1	0.0021	2893	5	5.9578	0.0103	10	0	0.0206		152	0	0.313		3466	6	7.1378	0.0124	228	0	0.4695	
2004-07	湖北省	98	0.1631	0		5477	10	9.1157	0.0166	69	0	0.1148		380	0	0.6325		6390	10	10.6353	0.0166	366	0	0.6092	
2004-04	广西	149	0.3068	1	0.0021	2565	2	5.2823	0.0041	12	0	0.0247		201	0	0.4139		3173	3	6.5344	0.0062	246	0	0.5066	
2004-09	内蒙古	117	0.4907	0		1924	2	8.0693	0.0084	5	0	0.021		102	0	0.4278		2227	2	9.3401	0.0084	79	0	0.3313	
2015-01	北京市	115	0.5345	0		207	11	0.9621	0.0511	30	0	0.1394		14	0	0.0651		367	11	1.7057	0.0511	1	0	0.0046	
2008-08	青海省	115	2.0833	0		1487	0	26.9385						63	0	1.1413		1676	0	30.3625		11	0	0.1993	
2007-03	贵州省	74	0.197	0		2504	3	6.6646	0.008	14	0	0.0373		451	1	1.2004	0.0027	3158	5	8.4053	0.0133	115	1	0.3061	0.0027
2010-10	湖北省	405	0.708	0		5295	5	9.257	0.0087	117	0	0.2045		100	0	0.1748		6172	5	10.7902	0.0087	255	0	0.4458	
2010-09	黑龙江省	390	1.0193	1	0.0026	1237	1	3.2332	0.0026	40	0	0.1045		26	0	0.068		1791	2	4.6812	0.0052	98	0	0.2561	
2008-05	重庆市	120	0.4261	0		2759	0	9.7976		22	0	0.0781		199	0	0.7067		3211	0	11.4027		111	0	0.3942	
2012-05	贵州省	279	0.8043	0		1864	0	5.3733		40	0	0.1153		53	0	0.1528		2298	0	6.6244		62	0	0.1787	
2005-06	黑龙江	262	0.6877	0		2431	0	6.3809		27	0	0.0709		109	0	0.2861		3042	0	7.9846		213	0	0.5591	
2006-12	宁    夏	12	0.2013	0		656	0	11.0067		1	0	0.0168		80	0	1.3423		772	0	12.953		23	0	0.3859	
2014-02	山西省	693	1.9092	0		3841	0	10.5819		65	0	0.1791		84	0	0.2314		4776	0	13.1577		93	0	0.2562	
2014-10	辽宁省	737	1.6788	0		1622	1	3.6948	0.0023	99	0	0.2255		61	0	0.139		2645	1	6.0251	0.0023	126	0	0.287	
2016-01	山东省	508	0.5189	1	0.001	5002	4	5.1096	0.0041	96	0	0.0981		37	0	0.0378		5753	5	5.8767	0.0051	108	0	0.1103	
2013-03	江苏省	253	0.3194	0		961	1	1.2134	0.0013	504	1	0.6364	0.0013	56	0	0.0707		2053	2	2.5922	0.0025	279	0	0.3523	
2007-10	河南省	1441	1.5343	1	0.0011	14487	6	15.4248	0.0064	20	0	0.0213		477	0	0.5079		16592	7	17.6661	0.0075	167	0	0.1778	
2006-02	重庆市	47	0.168	0		2590	2	9.2566	0.0071	16	0	0.0572		221	0	0.7898		2989	3	10.6826	0.0107	115	1	0.411	0.0036
2007-09	河南省	1402	1.4928	1	0.0011	13327	5	14.1897	0.0053	24	0	0.0256		706	0	0.7517		15654	6	16.6674	0.0064	195	0	0.2076	
2008-07	黑龙江省	375	0.9806	1	0.0026	1747	0	4.5685		27	0	0.0706		34	0	0.0889		2332	1	6.0983	0.0026	149	0	0.3896	
2005-02	全    国	3033	0.2333	8	0.0006	61918	70	4.7634	0.0054	1604	2	0.1234	0.0002	4534	1	0.3488	0.0001	76409	88	5.8782	0.0068	5320	7	0.4093	0.0005
2016-09	河南省	1567	1.6607	2	0.0021	4448	3	4.7139	0.0032	28	0	0.0297		9	0	0.0095		6081	5	6.4445	0.0053	26	0	0.0276	
2006-03	广东省	487	0.5297	1	0.0011	8394	7	9.1299	0.0076	184	2	0.2001	0.0022	200	0	0.2175		9630	12	10.4742	0.0131	365	2	0.397	0.0022
2013-04	青海省	192	3.3498	0		1168	0	20.3779		8	0	0.1396		64	0	1.1166		1447	0	25.2456		15	0	0.2617	
2008-05	广    西	587	1.2311	1	0.0021	3297	4	6.9148	0.0084	38	0	0.0797		244	0	0.5117		4358	5	9.1401	0.0105	192	0	0.4027	
2008-07	北京市	147	0.9002	0		383	4	2.3454	0.0245	38	0	0.2327		25	0	0.1531		624	4	3.8212	0.0245	31	0	0.1898	
2007-07	河南省	1392	1.4821	0		15324	2	16.316	0.0021	25	0	0.0266		842	0	0.8965		17835	2	18.9896	0.0021	252	0	0.2683	
2013-12	湖北省	572	0.9898	0		4244	2	7.3438	0.0035	201	0	0.3478		65	0	0.1125		5254	2	9.0915	0.0035	172	0	0.2976	
2010-11	四川省	560	0.6842	0		4289	1	5.2401	0.0012	59	0	0.0721		266	0	0.325		5392	1	6.5877	0.0012	218	0	0.2663	
2013-11	重庆市	228	0.7742	1	0.0034	1411	0	4.7912		65	0	0.2207		63	0	0.2139		1812	1	6.1528	0.0034	45	0	0.1528	
2006-05	甘肃省	320	1.2336	1	0.0039	5193	1	20.0192	0.0039	6	0	0.0231		275	0	1.0601		5836	2	22.498	0.0077	42	0	0.1619	
2007-01	湖南省	185	0.2917	0		2279	1	3.5935	0.0016	36	0	0.0568		116	0	0.1829		2768	1	4.3646	0.0016	152	0	0.2397	
2008-09	上海市	21	0.113	0		466	2	2.5081	0.0108	21	0	0.113		17	0	0.0915		569	2	3.0624	0.0108	44	0	0.2368	
2015-06	海南省	316	3.4976	0		947	0	10.4817		14	0	0.155		11	0	0.1218		1313	0	14.5327		25	0	0.2767	
2016-08	江苏省	267	0.3354	0		1290	0	1.6206		198	0	0.2487		45	0	0.0565		1977	0	2.4836		177	0	0.2224	
2016-05	湖北省	835	1.4357	0		5475	1	9.4137	0.0017	226	0	0.3886		78	0	0.1341		6766	1	11.6334	0.0017	151	0	0.2596	
2011-05	陕西省	392	1.0502	0		2280	0	6.1081		28	0	0.075		61	0	0.1634		2831	0	7.5842		70	0	0.1875	
2009-08	黑龙江省	449	1.1739	0		1506	5	3.9373	0.0131	50	0	0.1307		34	0	0.0889		2172	5	5.6785	0.0131	133	0	0.3477	
2004-05	甘肃省	238	0.9105	1	0.0038	4593	3	17.5716	0.0115	5	0	0.0191		471	2	1.8019	0.0077	5402	6	20.6666	0.023	95	0	0.3634	
2010-09	重庆市	183	0.6401	1	0.0035	1326	2	4.638	0.007	13	0	0.0455		78	0	0.2728		1680	3	5.8762	0.0105	80	0	0.2798	
2013-07	黑龙江省	512	1.3354	1	0.0026	1207	1	3.1481	0.0026	34	0	0.0887		19	0	0.0496		1848	2	4.82	0.0052	76	0	0.1982	
2011-02	江苏省	145	0.1843	0		973	1	1.237	0.0013	489	0	0.6217		84	0	0.1068		1914	1	2.4333	0.0013	223	0	0.2835	
2011-04	广    西	845	1.8359	0		3712	2	8.0649	0.0043	132	0	0.2868		90	1	0.1955	0.0022	5006	3	10.8763	0.0065	227	0	0.4932	
2011-06	上海市	36	0.1564	0		405	0	1.7594		36	0	0.1564		16	0	0.0695		512	0	2.2242		19	0	0.0825	
2013-11	陕西省	511	1.3615	0		1875	0	4.9959		13	0	0.0346		42	0	0.1119		2488	0	6.6292		47	0	0.1252	
2011-08	青海省	138	2.4526	0		1271	0	22.5887		9	0	0.16		66	0	1.173		1498	0	26.623		14	0	0.2488	
2011-04	吉林省	751	2.7346	0		1481	2	5.3928	0.0073	27	1	0.0983	0.0036	17	0	0.0619		2327	3	8.4733	0.0109	51	0	0.1857	
2016-06	海南省	231	2.5568	0		926	0	10.2493		36	0	0.3985		5	0	0.0553		1215	0	13.448		16	0	0.1771	
2007-07	内蒙古	278	1.1598	0		3077	0	12.8368		13	0	0.0542		53	0	0.2211		3491	1	14.564	0.0042	70	1	0.292	0.0042
2007-12	云南省	195	0.435	0		1141	1	2.5452	0.0022	30	0	0.0669		294	0	0.6558		1708	1	3.8099	0.0022	48	0	0.1071	
2016-07	贵州省	383	1.0918	0		1421	0	4.0507		60	0	0.171		15	0	0.0428		1897	0	5.4076		17	0	0.0485	
2005-12	福建省	27	0.0768	0		1886	2	5.3671	0.0057	11	0	0.0313		79	0	0.2248		2491	3	7.0888	0.0085	488	1	1.3887	0.0028
2009-02	建设兵团	87	3.3812	0		397	0	15.429						11	0	0.4275		500	0	19.432		5	0	0.1943	
2015-12	湖北省	702	1.207	0		4389	0	7.5464		224	0	0.3851		77	0	0.1324		5504	0	9.4635		112	0	0.1926	
2016-10	云南省	891	1.8902	1	0.0021	1050	0	2.2275		110	0	0.2334		95	0	0.2015		2155	1	4.5716	0.0021	9	0	0.0191	
2016-02	广东省	1473	1.3736	1	0.0009	10137	2	9.4526	0.0019	238	0	0.2219		122	0	0.1138		12112	3	11.2943	0.0028	139	0	0.1296	
2016-09	吉林省	364	1.3225	1	0.0036	599	0	2.1763		17	0	0.0618		21	0	0.0763		1023	1	3.7168	0.0036	22	0	0.0799	
2010-06	广东省	1304	1.353	2	0.0021	10540	5	10.9359	0.0052	220	1	0.2283	0.001	110	0	0.1141		12494	8	12.9633	0.0083	320	0	0.332	
2010-12	四川省	625	0.7636	1	0.0012	3982	1	4.865	0.0012	50	0	0.0611		224	0	0.2737		5102	2	6.2334	0.0024	221	0	0.27	
2013-04	天津市	26	0.184	0		147	1	1.0402	0.0071	14	0	0.0991		4	0	0.0283		200	1	1.4153	0.0071	9	0	0.0637	
2004-11	河南省	406	0.4189	1	0.001	6898	1	7.1172	0.001	28	0	0.0289		580	0	0.5984		8172	2	8.4317	0.0021	260	0	0.2683	
2015-03	福建省	274	0.7199	0		4437	1	11.6579	0.0026	97	0	0.2549		57	0	0.1498		5083	1	13.3552	0.0026	218	0	0.5728	
2004-06	北京市	73	0.4928	1	0.0068	488	3	3.2942	0.0203	59	0	0.3983		38	0	0.2565		763	4	5.1505	0.027	105	0	0.7088	
2016-11	江苏省	258	0.3241	0		1017	0	1.2776		193	1	0.2425	0.0013	45	0	0.0565		1636	1	2.0553	0.0013	123	0	0.1545	
2011-09	江西省	170	0.3814	0		2768	1	6.2108	0.0022	40	0	0.0898		43	0	0.0965		3176	1	7.1262	0.0022	155	0	0.3478	
2007-10	西    藏	4	0.1424	0		41	0	1.4591						56	0	1.993		106	0	3.7724		5	0	0.1779	
2008-10	福建省	100	0.2793	0		3898	1	10.8852	0.0028	37	0	0.1033		92	0	0.2569		4653	1	12.9936	0.0028	526	0	1.4689	
2004-09	山西省	125	0.3772	0		1567	0	4.728		13	0	0.0392		118	0	0.356		1935	0	5.8384		112	0	0.3379	
2015-05	浙江省	249	0.4521	0		1232	0	2.2367		109	0	0.1979		42	0	0.0763		1745	0	3.1681		113	0	0.2052	
2010-03	陕西省	409	1.0843	0		2571	2	6.816	0.0053	37	0	0.0981		50	0	0.1326		3138	2	8.3192	0.0053	71	0	0.1882	
2016-04	建设兵团	51	1.8662	0		179	0	6.5499		1	0	0.0366		9	0	0.3293		241	0	8.8186		1	0	0.0366	
2013-03	宁    夏	51	0.788	0		489	0	7.5557		2	0	0.0309		6	0	0.0927		552	0	8.5292		4	0	0.0618	
2009-01	陕西省	236	0.6273	1	0.0027	2612	1	6.9431	0.0027	12	0	0.0319		62	0	0.1648		2982	2	7.9266	0.0053	60	0	0.1595	
2004-02	山东省	42	0.0458	0		3705	0	4.041		111	0	0.1211		226	0	0.2465		4467	0	4.8721		383	0	0.4177	
2007-05	福建省	69	0.1939	0		4091	2	11.4981	0.0056	38	0	0.1068		113	0	0.3176		4746	2	13.339	0.0056	435	0	1.2226	
2015-02	陕西省	397	1.0516	0		1623	1	4.2992	0.0026	22	0	0.0583		24	0	0.0636		2091	1	5.5389	0.0026	25	0	0.0662	
2005-11	山西省	201	0.6027	0		3430	1	10.2851	0.003	2	0	0.006		92	0	0.2759		3823	1	11.4635	0.003	98	0	0.2939	
2007-02	重庆市	59	0.2101	0		2122	2	7.557	0.0071	15	0	0.0534		159	0	0.5662		2464	3	8.7749	0.0107	109	1	0.3882	0.0036
2014-02	湖北省	636	1.0967	1	0.0017	4629	2	7.9824	0.0034	249	0	0.4294		61	0	0.1052		5753	3	9.9207	0.0052	178	0	0.3069	
2007-11	新疆	521	2.5415	0		4207	0	20.522		10	0	0.0488		1477	0	7.2049		6432	0	31.3756		217	0	1.0585	
2006-11	辽宁省	345	0.8173	2	0.0047	2276	4	5.3921	0.0095	180	1	0.4264	0.0024	83	0	0.1966		3093	9	7.3276	0.0213	209	2	0.4951	0.0047
2011-01	福建省	195	0.5285	0		5972	4	16.1868	0.0108	110	1	0.2981	0.0027	52	0	0.1409		6777	5	18.3687	0.0136	448	0	1.2143	
2015-08	吉林省	467	1.6967	0		905	0	3.2881		19	0	0.069		27	0	0.0981		1441	0	5.2355		23	0	0.0836	
2005-05	全    国	4582	0.3525	10	0.0008	88127	76	6.7796	0.0058	1327	5	0.1021	0.0004	6481	4	0.4986	0.0003	107086	100	8.2381	0.0077	6569	5	0.5054	0.0004
2006-09	陕西省	280	0.7527	0		2538	5	6.8225	0.0134	6	0	0.0161		147	0	0.3952		3098	5	8.3279	0.0134	127	0	0.3414	
2011-09	湖南省	642	0.9774	1	0.0015	3451	4	5.254	0.0061	71	0	0.1081		83	0	0.1264		4376	5	6.6622	0.0076	129	0	0.1964	
2013-01	安徽省	494	0.825	1	0.0017	3615	3	6.0371	0.005	190	0	0.3173		65	0	0.1086		4561	4	7.6169	0.0067	197	0	0.329	
2006-06	贵州省	83	0.2225	1	0.0027	2255	1	6.0456	0.0027	5	0	0.0134		454	0	1.2172		2952	2	7.9142	0.0054	155	0	0.4155	
2014-02	宁    夏	59	0.9019	0		480	0	7.3373		3	0	0.0459		14	0	0.214		562	0	8.5908		6	0	0.0917	
2008-03	上海市	27	0.1453	0		567	3	3.0517	0.0161	57	0	0.3068		27	0	0.1453		721	3	3.8805	0.0161	43	0	0.2314	
2016-08	辽宁省	679	1.5463	0		1570	0	3.5755		131	1	0.2983	0.0023	171	0	0.3894		2654	1	6.0442	0.0023	103	0	0.2346	
2005-12	河南省	818	0.8766	2	0.0021	10790	1	11.5636	0.0011	13	0	0.0139		295	0	0.3162		12110	3	12.9782	0.0032	194	0	0.2079	
2010-12	湖南省	453	0.7071	0		2917	1	4.5535	0.0016	50	0	0.0781		56	0	0.0874		3590	1	5.6041	0.0016	114	0	0.178	
2009-02	上海市	34	0.18	0		436	1	2.3088	0.0053	71	0	0.376		24	1	0.1271	0.0053	596	2	3.156	0.0106	31	0	0.1642	
2006-08	青海省	54	0.9945	0		1151	1	21.197	0.0184					38	0	0.6998		1261	1	23.2228	0.0184	18	0	0.3315	
2009-03	安徽省	189	0.3081	0		3114	4	5.0758	0.0065	259	0	0.4222		121	0	0.1972		3937	4	6.4173	0.0065	254	0	0.414	
2012-09	江苏省	188	0.238	0		928	0	1.1749		211	0	0.2671		35	0	0.0443		1598	0	2.0231		236	0	0.2988	
2009-04	四川省	419	0.5121	0		5512	4	6.7362	0.0049	67	0	0.0819		482	0	0.5891		6759	4	8.2602	0.0049	279	0	0.341	
2011-12	全    国	15228	1.1356	14	0.001	85238	50	6.3567	0.0037	1974	1	0.1472	0.0001	2276	0	0.1697		107892	65	8.0462	0.0048	3176	0	0.2369	
2015-02	河南省	1714	1.8164	0		4330	2	4.5888	0.0021	50	0	0.053		31	0	0.0329		6165	2	6.5335	0.0021	40	0	0.0424	
2006-12	河南省	1053	1.1226	1	0.0011	11462	2	12.2196	0.0021	21	0	0.0224		457	0	0.4872		13170	3	14.0405	0.0032	177	0	0.1887	
2014-01	安徽省	453	0.7513	0		3419	2	5.6702	0.0033	173	0	0.2869		45	0	0.0746		4269	2	7.0798	0.0033	179	0	0.2969	
2012-03	安徽省	386	0.6468	0		3480	3	5.8311	0.005	316	0	0.5295		80	0	0.134		4496	3	7.5335	0.005	234	0	0.3921	
2004-05	陕西省	154	0.421	0		5342	2	14.6032	0.0055	10	0	0.0273		190	0	0.5194		5863	2	16.0274	0.0055	167	0	0.4565	
2009-01	江西省	94	0.2136	0		3151	8	7.1614	0.0182	48	0	0.1091		108	0	0.2455		3566	9	8.1046	0.0205	165	1	0.375	0.0023
2006-07	安徽省	77	0.1258	0		2646	2	4.3235	0.0033	38	0	0.0621		162	0	0.2647		3150	2	5.1471	0.0033	227	0	0.3709	
2013-06	吉林省	578	2.1015	0		1054	2	3.8322	0.0073	27	0	0.0982		16	0	0.0582		1707	2	6.2064	0.0073	32	0	0.1163	
2015-10	宁    夏	71	1.0733	0		233	0	3.5221						17	0	0.257		324	0	4.8977		3	0	0.0453	
2005-02	贵州省	55	0.1485	0		1055	0	2.8493		8	0	0.0216		211	0	0.5699		1407	0	3.8		78	0	0.2107	
2016-02	内蒙古	494	1.9722	0		1468	0	5.8607		14	0	0.0559		21	0	0.0838		1999	0	7.9806		1	0	0.004	
2012-10	江西省	183	0.4077	0		2850	4	6.3497	0.0089	19	0	0.0423		24	0	0.0535		3207	4	7.1451	0.0089	131	0	0.2919	
2013-03	内蒙古	734	2.948	0		2564	1	10.2978	0.004	19	0	0.0763		23	0	0.0924		3348	1	13.4466	0.004	8	0	0.0321	
2011-08	上海市	34	0.1477	0		407	1	1.7681	0.0043	28	1	0.1216	0.0043	13	0	0.0565		509	2	2.2112	0.0087	27	0	0.1173	
2015-04	四川省	851	1.0454	1	0.0012	3118	3	3.8304	0.0037	98	0	0.1204		168	0	0.2064		4329	4	5.3181	0.0049	94	0	0.1155	
2005-02	湖南省	59	0.0937	1	0.0016	1010	2	1.6048	0.0032	10	0	0.0159		104	0	0.1652		1299	3	2.064	0.0048	116	0	0.1843	
2010-01	陕西省	374	0.9915	0		2805	0	7.4364		27	0	0.0716		47	0	0.1246		3309	0	8.7725		56	0	0.1485	
2007-07	辽宁省	386	0.9038	0		2486	1	5.8207	0.0023	143	1	0.3348	0.0023	143	0	0.3348		3391	2	7.9396	0.0047	233	0	0.5455	
2007-05	北京市	131	0.8286	0		641	9	4.0544	0.0569	45	0	0.2846		22	0	0.1392		875	9	5.5344	0.0569	36	0	0.2277	
2009-05	建设兵团	81	3.148	0		294	2	11.426	0.0777	5	0	0.1943		11	0	0.4275		393	2	15.2735	0.0777	2	0	0.0777	
2010-06	贵州省	244	0.6424	1	0.0026	2457	1	6.4692	0.0026	24	0	0.0632		295	0	0.7767		3109	2	8.1859	0.0053	89	0	0.2343	
2005-10	河北省	126	0.185	0		4231	2	6.2134	0.0029	52	0	0.0764		123	0	0.1806		4664	2	6.8492	0.0029	132	0	0.1938	
2016-09	全    国	15319	1.1244	6	0.0004	70468	37	5.1721	0.0027	1966	1	0.1443	0.0001	1587	0	0.1165		91214	45	6.6948	0.0033	1850	1	0.1358	0.0001
2016-11	山西省	628	1.7215	0		2928	0	8.0264		49	0	0.1343		82	0	0.2248		3716	0	10.1865		28	0	0.0768	
2012-12	广    西	741	1.5953	1	0.0022	2847	0	6.1292		100	0	0.2153		30	0	0.0646		3859	1	8.3079	0.0022	141	0	0.3036	
2014-08	福建省	230	0.6094	0		3814	2	10.106	0.0053	50	0	0.1325		40	0	0.106		4420	2	11.7117	0.0053	286	0	0.7578	
2005-05	宁    夏	23	0.3901	0		908	0	15.4022		1	0	0.017		54	0	0.916		1003	0	17.0136		17	0	0.2884	
2015-01	山西省	901	2.4699	0		4600	1	12.6098	0.0027	63	0	0.1727		102	0	0.2796		5757	1	15.7814	0.0027	91	0	0.2495	
2015-09	山东省	272	0.2779	0		3454	1	3.5283	0.001	58	0	0.0592		29	0	0.0296		3914	1	3.9982	0.001	101	0	0.1032	
2006-07	江苏省	148	0.198	0		1784	2	2.3866	0.0027	217	1	0.2903	0.0013	202	0	0.2702		2834	3	3.7913	0.004	483	0	0.6462	
2004-01	上海市	8	0.0598	0		360	0	2.6906		53	0	0.3961		21	0	0.157		807	1	6.0314	0.0075	365	1	2.728	0.0075
2011-11	云南省	523	1.1378	2	0.0044	1838	0	3.9986		63	0	0.1371		124	1	0.2698	0.0022	2570	3	5.591	0.0065	22	0	0.0479	
2016-06	西    藏	4	0.126	0		139	0	4.3773						6	0	0.1889		149	0	4.6922					
2015-09	安徽省	482	0.7924	0		2656	1	4.3663	0.0016	71	0	0.1167		46	0	0.0756		3467	1	5.6996	0.0016	212	0	0.3485	
2009-05	河南省	1884	1.9981	0		13760	6	14.5933	0.0064	35	0	0.0371		364	0	0.386		16154	6	17.1323	0.0064	111	0	0.1177	
2010-10	广东省	1268	1.3156	1	0.001	9944	11	10.3175	0.0114	247	0	0.2563		89	0	0.0923		11871	12	12.3169	0.0125	323	0	0.3351	
2005-01	贵州省	56	0.1512	0		1708	2	4.6129	0.0054	3	0	0.0081		288	0	0.7778		2180	3	5.8876	0.0081	125	1	0.3376	0.0027
2016-04	陕西省	649	1.7192	0		1834	0	4.8581		33	0	0.0874		21	0	0.0556		2548	0	6.7495		11	0	0.0291	
2009-03	江西省	111	0.2523	0		3360	3	7.6364	0.0068	87	0	0.1977		156	0	0.3545		3890	3	8.8409	0.0068	176	0	0.4	
2014-01	江西省	236	0.5219	0		3155	1	6.9768	0.0022	80	0	0.1769		20	0	0.0442		3600	1	7.9608	0.0022	109	0	0.241	
2005-10	全    国	4630	0.3562	5	0.0004	84734	80	6.5186	0.0062	997	4	0.0767	0.0003	6759	3	0.52	0.0002	102530	96	7.8877	0.0074	5410	4	0.4162	0.0003
2014-02	广东省	1443	1.3557	1	0.0009	10338	3	9.7125	0.0028	294	0	0.2762		137	0	0.1287		12403	4	11.6526	0.0038	191	0	0.1794	
2011-08	河北省	429	0.597	0		4489	2	6.2474	0.0028	81	0	0.1127		54	0	0.0752		5125	2	7.1325	0.0028	72	0	0.1002	
2006-02	安徽省	71	0.116	0		2663	1	4.3513	0.0016	83	0	0.1356		169	0	0.2761		3238	1	5.2908	0.0016	252	0	0.4118	
