time	地 区	发病数	死亡数	发病率	死亡率
Jun-15	重庆市	56	0	0.1872	
Mar-08	青海省	5	0	0.0906	
May-10	江苏省	9	0	0.0117	
Feb-07	河北省	11	0	0.0159	
Sep-11	云南省	3	0	0.0065	
Jan-06	河南省	8	0	0.0085	
Sep-14	浙江省	11	0	0.02	
Apr-10	河北省	52	0	0.0739	
Jul-14	四川省	23	0	0.0284	
May-08	辽宁省	1	0	0.0023	
Dec-10	全国	86	0	0.0064	
Oct-07	甘肃省	9	0	0.0345	
Jul-11	山西省	6	0	0.0168	
Sep-06	甘肃省	3	0	0.0116	
Apr-13	安徽省	2	0	0.0033	
Feb-15	全国	360	0	0.0264	
Jun-11	重庆市	1	0	0.0035	
Jul-07	宁夏	1	0	0.0166	
Jun-07	贵州省	8	0	0.0213	
Aug-12	湖北省	1	0	0.0017	
May-07	云南省	8	0	0.0178	
Jul-08	广西	3	0	0.0063	
Aug-09	重庆市	2	0	0.007	
Nov-06	安徽省	4	0	0.0065	
Mar-08	山西省	6	0	0.0177	
Jul-14	辽宁省	2	0	0.0046	
Nov-10	广西	1	0	0.0021	
Mar-04	贵州省	20	0	0.0523	
Feb-04	福建省	4	0	0.0111	
Apr-14	河南省	2	0	0.0021	
Dec-07	贵州省	4	0	0.0106	
May-13	四川省	22	0	0.0272	
Jun-04	新疆	71	0	0.3816	
Sep-09	湖北省	1	0	0.0018	
Oct-15	重庆市	20	0	0.0669	
Mar-12	黑龙江省	4	0	0.0104	
Jul-10	湖北省	2	0	0.0035	
Apr-05	湖南省	14	0	0.0222	
Mar-04	宁夏	2	0	0.0342	
Aug-13	河南省	7	0	0.0074	
Jun-06	北京市	2	0	0.013	
Jun-07	重庆市	2	0	0.0071	
May-08	陕西省	12	0	0.032	
Mar-04	云南省	15	0	0.0344	
Aug-05	黑龙江省	3	0	0.0079	
Feb-06	青海省	1	0	0.0184	
Jan-07	天津市	2	0	0.0186	
Dec-04	广西	1	0	0.0021	
Jan-09	贵州省	5	0	0.0132	
Aug-09	天津市	4	0	0.034	
Jun-12	陕西省	7	0	0.0187	
Jun-05	甘肃省	17	0	0.0659	
Mar-07	湖北省	4	0	0.007	
Feb-12	湖南省	2	0	0.003	
Aug-10	江苏省	5	0	0.0065	
Nov-13	北京市	3	0	0.0145	
Jan-04	江苏省	1	0	0.0013	
Jul-08	广东省	6	0	0.0063	
Dec-15	四川省	23	0	0.0283	
Jul-13	河北省	27	0	0.037	
Mar-04	湖北省	11	0	0.0183	
Jan-06	广东省	4	0	0.0044	
Mar-10	重庆市	4	0	0.014	
Jan-15	新疆	47	0	0.2045	
Sep-15	新疆	127	0	0.5525	
Oct-10	全国	107	0	0.008	
Dec-04	浙江省	3	0	0.0064	
Dec-08	贵州省	3	0	0.008	
May-14	浙江省	9	0	0.0164	
Mar-07	湖南省	12	0	0.0189	
Mar-11	广西	1	0	0.0022	
Apr-13	江西省	1	0	0.0022	
May-05	江苏省	13	0	0.0174	
Oct-07	吉林省	1	0	0.0037	
Oct-10	甘肃省	4	0	0.0152	
May-06	湖南省	18	0	0.0285	
Sep-14	广东省	31	0	0.0291	
Dec-05	河北省	8	0	0.0117	
Jan-05	湖南省	12	0	0.0191	
Feb-07	江苏省	6	0	0.0079	
Apr-08	天津市	2	0	0.0179	
May-09	江西省	2	0	0.0045	
Aug-11	江西省	1	0	0.0022	
Aug-05	山西省	9	0	0.027	
Aug-04	贵州省	29	0	0.0759	
Jan-07	辽宁省	1	0	0.0023	
Nov-15	浙江省	4	0	0.0073	
Feb-06	云南省	9	0	0.0202	
Oct-10	福建省	1	0	0.0028	
May-09	黑龙江省	2	0	0.0052	
Aug-09	陕西省	5	0	0.0133	
Nov-13	四川省	10	0	0.0124	
Jul-04	陕西省	83	0	0.2269	
Apr-12	云南省	4	0	0.0086	
May-07	内蒙古	4	0	0.0167	
Nov-10	云南省	1	0	0.0022	
Apr-14	安徽省	6	0	0.01	
Mar-04	新疆	91	1	0.4891	0.0054
Nov-06	甘肃省	5	0	0.0193	
Jun-12	江西省	1	0	0.0022	
Feb-06	河北省	14	0	0.0204	
Nov-15	安徽省	1	0	0.0016	
Dec-04	山东省	1	0	0.0011	
May-11	广东省	14	0	0.0134	
Feb-10	广东省	1	0	0.001	
Apr-12	北京市	1	0	0.005	
Nov-11	黑龙江省	2	0	0.0052	
Apr-07	山西省	8	0	0.0237	
May-07	重庆市	3	0	0.0107	
Jul-04	云南省	13	0	0.0299	
Sep-14	甘肃省	6	0	0.0232	
Mar-06	内蒙古	2	0	0.0084	
Mar-04	山西省	10	0	0.0302	
Apr-07	北京市	1	0	0.0063	
Nov-08	河南省	1	0	0.0011	
Dec-15	江西省	4	0	0.0088	
Dec-10	山西省	2	0	0.0058	
Aug-14	内蒙古	1	0	0.004	
May-04	湖北省	23	0	0.0383	
Jul-12	新疆	62	0	0.2807	
Dec-09	黑龙江省	6	0	0.0157	
Feb-08	湖南省	8	0	0.0126	
Apr-06	重庆市	11	0	0.0393	
Mar-08	新疆	39	0	0.1862	
Feb-15	天津市	29	0	0.1912	
Jul-15	北京市	8	0	0.0372	
Nov-13	湖北省	2	0	0.0035	
Jun-08	安徽省	22	0	0.036	
Nov-12	浙江省	2	0	0.0037	
Mar-05	天津市	6	0	0.0576	
Aug-14	黑龙江省	8	0	0.0209	
Sep-15	重庆市	13	0	0.0435	
Jun-13	建设兵团	1	0	0.0378	
Jan-13	广东省	3	0	0.0028	
Feb-15	广东省	41	0	0.0382	
Jul-05	青海省	3	0	0.0558	
May-13	安徽省	4	0	0.0067	
Dec-09	吉林省	1	0	0.0037	
Jun-06	湖南省	18	0	0.0285	
Aug-05	江苏省	7	0	0.0094	
May-10	贵州省	3	0	0.0079	
Aug-11	河南省	19	0	0.0202	
Jul-14	重庆市	34	0	0.1145	
May-08	北京市	2	0	0.0122	
Feb-15	重庆市	26	0	0.0869	
Oct-07	广东省	3	0	0.0032	
Mar-05	广西	1	0	0.0022	
Jun-05	上海市	1	0	0.0056	
Sep-07	陕西省	6	0	0.0161	
Apr-07	天津市	4	0	0.0372	
May-06	河北省	46	0	0.0671	
Apr-14	陕西省	9	0	0.0239	
Aug-04	海南省	1	0	0.0123	
Oct-15	广西	1	0	0.0021	
Sep-11	广东省	9	0	0.0086	
Jun-08	黑龙江省	2	0	0.0052	
Feb-14	河北省	11	0	0.015	
Feb-07	福建省	3	0	0.0084	
Jun-11	黑龙江省	3	0	0.0078	
Jul-06	贵州省	14	0	0.0375	
Nov-08	全国	58	0	0.0044	
Feb-06	山东省	2	0	0.0022	
Jul-11	湖南省	14	0	0.0213	
Nov-08	湖北省	2	0	0.0035	
Feb-08	陕西省	5	0	0.0133	
Apr-06	陕西省	8	0	0.0215	
Apr-11	北京市	1	0	0.0051	
Dec-05	河南省	4	0	0.0043	
Apr-05	山西省	16	0	0.048	
Dec-15	天津市	12	0	0.0791	
Dec-06	安徽省	18	0	0.0294	
Nov-07	陕西省	3	0	0.008	
Feb-09	山东省	4	0	0.0042	
Nov-09	四川省	6	0	0.0073	
Sep-05	内蒙古	1	0	0.0042	
May-11	江苏省	15	0	0.0191	
Sep-07	宁夏	1	0	0.0166	
Apr-11	河北省	12	0	0.0167	
Jan-10	云南省	4	0	0.0088	
Feb-11	广西	1	0	0.0022	
Apr-08	广东省	4	0	0.0042	
Aug-04	河北省	71	0	0.1044	
Aug-11	云南省	9	0	0.0196	
Sep-06	重庆市	2	0	0.0071	
Feb-13	山东省	10	0	0.0103	
Dec-06	新疆	6	0	0.0299	
Apr-08	河南省	10	0	0.0107	
Nov-15	广东省	34	0	0.0317	
Sep-04	山东省	14	0	0.0153	
Aug-15	云南省	7	0	0.0148	
Jan-08	湖北省	3	0	0.0053	
Feb-07	宁夏	4	0	0.0662	
Jun-09	吉林省	3	0	0.011	
Mar-10	广东省	2	0	0.0021	
Mar-09	浙江省	8	0	0.0156	
Jun-10	吉林省	1	0	0.0037	
Jan-04	河南省	9	0	0.0093	
Aug-12	贵州省	4	0	0.0115	
Aug-14	湖北省	6	0	0.0103	
Dec-13	甘肃省	1	0	0.0039	
Mar-11	全国	222	0	0.0166	
Aug-07	内蒙古	2	0	0.0083	
Dec-04	内蒙古	1	0	0.0042	
Nov-15	建设兵团	3	0	0.1098	
May-13	云南省	1	0	0.0021	
May-12	浙江省	15	0	0.0275	
Mar-06	北京市	3	0	0.0195	
Feb-04	新疆	68	0	0.3655	
Sep-05	河南省	9	0	0.0096	
Dec-06	贵州省	1	0	0.0027	
Dec-07	四川省	8	0	0.0098	
Nov-04	吉林省	2	0	0.0075	
Nov-09	山东省	1	0	0.0011	
Jun-10	云南省	4	0	0.0088	
Sep-11	河北省	12	0	0.0167	
Jun-06	福建省	2	0	0.0057	
May-05	浙江省	28	0	0.0575	
Feb-08	湖北省	2	0	0.0035	
Feb-09	江苏省	3	0	0.0039	
Feb-05	湖南省	13	0	0.0207	
May-11	重庆市	6	0	0.0208	
May-06	重庆市	18	0	0.0643	
Sep-13	浙江省	2	0	0.0037	
Aug-11	江苏省	5	0	0.0064	
May-04	安徽省	19	0	0.0295	
Dec-04	湖南省	1	0	0.0015	
Nov-08	广东省	3	0	0.0032	
Nov-12	河北省	8	0	0.011	
Nov-08	山西省	4	0	0.0118	
May-04	江西省	15	0	0.035	
Oct-13	贵州省	2	0	0.0057	
Jun-09	黑龙江省	2	0	0.0052	
Sep-06	全国	116	0	0.0089	
Nov-14	湖北省	2	0	0.0034	
Jan-13	全国	111	0	0.0082	
Jul-11	江苏省	13	0	0.0165	
Mar-06	河南省	16	0	0.0171	
Jun-13	广东省	6	0	0.0057	
Oct-09	山西省	4	0	0.0117	
May-14	湖北省	2	0	0.0034	
Jan-06	浙江省	7	0	0.0143	
Mar-05	青海省	1	0	0.0186	
Sep-08	陕西省	6	0	0.016	
Oct-04	河南省	19	0	0.0196	
Feb-08	广西	3	0	0.0063	
Sep-13	河北省	13	0	0.0178	
Jan-12	全国	489	0	0.0363	
Jan-07	云南省	4	0	0.0089	
Aug-05	四川省	38	0	0.0464	
Dec-09	浙江省	1	0	0.002	
May-10	宁夏	1	0	0.016	
Jul-07	全国	470	0	0.0358	
Jan-15	广东省	28	0	0.0261	
May-04	西藏	2	0	0.0766	
May-05	湖南省	28	0	0.0445	
May-14	新疆	9	0	0.0397	
Mar-08	浙江省	16	0	0.0316	
Jun-08	广西	2	0	0.0042	
Jan-07	江西省	5	0	0.0115	
Aug-15	湖南省	9	0	0.0134	
Oct-15	山东省	81	0	0.0827	
Feb-06	湖北省	3	0	0.0053	
Sep-07	安徽省	2	0	0.0033	
Oct-04	新疆	11	0	0.0591	
Jan-11	安徽省	2	0	0.0034	
Aug-15	重庆市	48	0	0.1605	
Mar-07	广西	4	0	0.0085	
Feb-11	山东省	24	0	0.0251	
Jun-06	山西省	8	0	0.0238	
Dec-11	云南省	3	0	0.0065	
Aug-10	河北省	33	0	0.0469	
Aug-14	全国	525	1	0.0387	0.0001
Nov-08	陕西省	2	0	0.0053	
Aug-13	天津市	14	0	0.0991	
Nov-11	广东省	6	0	0.0058	
Sep-07	湖南省	8	0	0.0126	
Dec-04	四川省	31	0	0.0356	
Apr-06	湖北省	10	0	0.0175	
Nov-15	江西省	1	0	0.0022	
Jul-09	江苏省	9	0	0.0117	
May-15	湖北省	21	0	0.0361	
Aug-08	宁夏	1	0	0.0164	
Jun-07	湖北省	9	0	0.0158	
Sep-06	吉林省	1	0	0.0037	
Nov-14	河北省	35	0	0.0477	
Jun-09	河南省	6	0	0.0064	
Aug-09	浙江省	7	0	0.0137	
Nov-11	四川省	16	0	0.0199	
Jan-09	黑龙江省	1	0	0.0026	
Apr-06	山西省	1	0	0.003	
Apr-04	河北省	55	0	0.0809	
Jun-14	陕西省	14	0	0.0372	
Apr-13	天津市	5	0	0.0354	
Apr-08	福建省	3	0	0.0084	
Aug-07	山西省	14	0	0.0415	
Jun-04	四川省	71	0	0.0815	
Aug-05	山东省	26	0	0.0283	
Mar-15	甘肃省	7	0	0.027	
Oct-11	甘肃省	2	0	0.0078	
Apr-12	山东省	8	0	0.0083	
Apr-05	湖北省	15	0	0.0263	
Aug-04	全国	535	2	0.0412	0.0002
Feb-05	青海省	4	0	0.0744	
Sep-14	湖北省	4	0	0.0069	
Jun-15	浙江省	29	0	0.0527	
Jun-06	江西省	4	0	0.0093	
Jul-04	广西	14	0	0.0288	
Jul-04	辽宁省	2	0	0.0048	
May-13	甘肃省	3	0	0.0116	
Nov-14	黑龙江省	3	0	0.0078	
Sep-09	河北省	17	0	0.0243	
Jul-05	黑龙江省	3	0	0.0079	
Jul-10	广东省	1	0	0.001	
Jun-04	贵州省	27	0	0.0706	
Jul-11	河北省	20	0	0.0278	
Jul-10	内蒙古	1	0	0.0041	
Mar-12	上海市	2	0	0.0085	
Mar-15	河南省	17	0	0.018	
Jul-07	辽宁省	1	0	0.0023	
Sep-12	江苏省	4	0	0.0051	
Jan-08	宁夏	1	0	0.0164	
Jan-12	安徽省	14	0	0.0235	
May-12	甘肃省	2	0	0.0078	
Sep-05	北京市	1	0	0.0065	
Jul-09	黑龙江省	2	0	0.0052	
Jun-05	陕西省	47	0	0.1269	
Apr-05	天津市	8	0	0.0768	
May-08	湖北省	14	0	0.0246	
Jul-04	河南省	42	0	0.0433	
Jul-06	安徽省	16	0	0.0261	
Oct-14	广东省	22	0	0.0207	
Jun-07	全国	358	0	0.0272	
Oct-07	江苏省	1	0	0.0013	
Sep-09	云南省	1	0	0.0022	
Aug-06	甘肃省	6	0	0.0231	
Feb-04	安徽省	6	0	0.0093	
Jan-04	福建省	5	0	0.0139	
Oct-15	湖北省	3	0	0.0052	
Mar-06	江西省	4	0	0.0093	
Jan-13	甘肃省	4	0	0.0155	
Aug-13	贵州省	6	0	0.0172	
Sep-05	江西省	9	0	0.021	
Jul-14	湖南省	6	0	0.009	
Nov-07	全国	137	0	0.0104	
Feb-10	安徽省	1	0	0.0016	
Sep-07	甘肃省	10	0	0.0384	
Mar-06	广东省	6	0	0.0065	
Feb-13	新疆	28	0	0.1254	
May-08	宁夏	2	0	0.0328	
Jul-13	北京市	2	0	0.0097	
Dec-08	甘肃省	2	0	0.0076	
Jun-04	福建省	7	0	0.0195	
Mar-13	湖北省	2	0	0.0035	
Oct-14	黑龙江省	5	0	0.013	
Mar-07	山东省	19	0	0.0204	
Oct-12	宁夏	1	0	0.0156	
May-11	河南省	9	0	0.0096	
Jun-08	福建省	7	0	0.0195	
Oct-05	贵州省	11	0	0.0297	
Aug-05	新疆	28	0	0.1409	
Mar-08	全国	254	0	0.0192	
Sep-05	甘肃省	6	0	0.0233	
Jun-05	广西	3	0	0.0065	
Jun-10	天津市	17	0	0.1384	
Mar-15	贵州省	7	0	0.02	
Nov-06	湖南省	4	0	0.0063	
Nov-07	江西省	2	0	0.0046	
Oct-04	湖南省	4	0	0.006	
Dec-14	黑龙江省	8	0	0.0209	
May-08	新疆	58	0	0.2768	
Feb-06	重庆市	5	0	0.0179	
Nov-04	云南省	7	0	0.0161	
Nov-07	山西省	3	0	0.0089	
Jan-06	山东省	1	0	0.0011	
Oct-13	黑龙江省	3	0	0.0078	
May-15	福建省	2	0	0.0053	
Jun-08	浙江省	11	0	0.0217	
Jun-05	宁夏	5	0	0.0848	
Apr-10	浙江省	4	0	0.0077	
Apr-09	吉林省	1	0	0.0037	
Apr-14	河北省	16	0	0.0218	
Jul-14	山西省	7	0	0.0193	
May-07	江西省	8	0	0.0184	
Jul-13	广东省	6	0	0.0057	
Jul-06	陕西省	9	0	0.0242	
Sep-15	湖南省	7	0	0.0104	
Feb-05	河南省	6	0	0.0064	
Dec-14	北京市	6	0	0.0284	
Nov-12	湖北省	1	0	0.0017	
Dec-10	四川省	15	0	0.0183	
Feb-11	河南省	6	0	0.0064	
Sep-08	新疆	5	0	0.0239	
Jul-13	云南省	4	0	0.0086	
Mar-09	云南省	5	0	0.011	
Dec-10	山东省	9	0	0.0095	
Dec-14	江苏省	1	0	0.0013	
Apr-07	湖北省	8	0	0.0141	
Dec-15	重庆市	25	0	0.0836	
Jan-11	湖南省	2	0	0.003	
Mar-09	重庆市	1	0	0.0035	
May-05	西藏	1	0	0.0365	
Jul-09	山东省	27	0	0.0287	
Apr-07	吉林省	1	0	0.0037	
Feb-06	宁夏	2	0	0.0336	
Mar-05	安徽省	13	0	0.0214	
Mar-13	山东省	6	0	0.0062	
Jun-06	河南省	13	0	0.0139	
Jan-10	甘肃省	3	0	0.0114	
Jan-15	山西省	9	0	0.0247	
Nov-10	河南省	4	0	0.0042	
Dec-10	湖北省	1	0	0.0017	
Feb-04	陕西省	21	0	0.0574	
Aug-04	青海省	4	0	0.0741	
Jun-05	新疆	20	0	0.1006	
Oct-15	山西省	6	0	0.0164	
Jan-10	江苏省	3	0	0.0039	
Feb-09	天津市	1	0	0.0085	
Sep-07	江苏省	2	0	0.0026	
Nov-08	浙江省	2	0	0.004	
Oct-12	云南省	6	0	0.013	
May-14	湖南省	4	0	0.006	
Apr-08	山东省	15	0	0.016	
May-12	四川省	31	0	0.0385	
May-15	甘肃省	6	0	0.0232	
Oct-09	吉林省	1	0	0.0037	
Oct-06	甘肃省	4	0	0.0154	
Jun-12	河北省	11	0	0.0152	
Oct-12	山西省	4	0	0.0111	
Oct-12	广东省	4	0	0.0038	
Feb-07	北京市	0	0		
Jul-08	河北省	21	0	0.0302	
Feb-05	安徽省	3	0	0.0049	
Jan-05	重庆市	3	0	0.0108	
Jan-14	北京市	1	0	0.0047	
Oct-06	全国	118	1	0.009	0.0001
May-04	辽宁省	2	0	0.0048	
Dec-08	安徽省	2	0	0.0033	
Feb-09	吉林省	1	0	0.0037	
Jun-05	贵州省	16	0	0.0432	
Mar-06	山东省	6	0	0.0065	
Dec-10	辽宁省	1	0	0.0023	
Jun-06	内蒙古	3	0	0.0126	
Mar-07	江西省	5	0	0.0115	
Oct-08	重庆市	1	0	0.0036	
Mar-08	黑龙江省	1	0	0.0026	
Aug-06	江西省	9	0	0.0209	
Jul-05	天津市	16	0	0.1536	
Sep-04	重庆市	3	0	0.0096	
Jan-09	河北省	4	0	0.0057	
Oct-07	江西省	2	0	0.0046	
Dec-10	甘肃省	5	0	0.019	
Dec-07	浙江省	1	0	0.002	
May-04	全国	711	1	0.0547	0.0001
Oct-11	浙江省	3	0	0.0055	
Jun-05	内蒙古	2	0	0.0084	
Apr-04	甘肃省	19	0	0.0727	
Jul-08	江苏省	6	0	0.0079	
Oct-07	云南省	3	0	0.0067	
Oct-14	天津市	18	0	0.1223	
Nov-09	江苏省	1	0	0.0013	
Jan-05	四川省	29	0	0.0354	
Feb-07	广西	3	0	0.0064	
Jul-14	安徽省	12	0	0.0199	
Jan-13	重庆市	3	0	0.0102	
Aug-04	宁夏	2	0	0.0342	
Jun-07	吉林省	3	0	0.011	
Sep-12	北京市	1	0	0.005	
Jul-04	吉林省	2	0	0.0075	
Oct-05	河南省	14	0	0.015	
Mar-04	湖南省	5	0	0.0075	
Jan-06	贵州省	7	0	0.0188	
Dec-10	陕西省	1	0	0.0027	
Feb-10	贵州省	4	0	0.0105	
Sep-04	江西省	13	0	0.0303	
Feb-09	江西省	3	0	0.0068	
Apr-09	山西省	3	0	0.0088	
Jan-12	河南省	10	0	0.0107	
Dec-09	江苏省	2	0	0.0026	
Mar-15	四川省	32	0	0.0393	
Dec-05	宁夏	2	0	0.0339	
Jan-06	四川省	16	0	0.0195	
Aug-05	重庆市	9	0	0.0323	
Jul-06	黑龙江省	6	0	0.0157	
Sep-04	天津市	1	0	0.0108	
Dec-11	黑龙江省	1	0	0.0026	
Jan-13	建设兵团	3	0	0.1133	
Sep-13	黑龙江省	5	0	0.013	
Sep-08	广西	3	0	0.0063	
Jul-04	甘肃省	21	0	0.0803	
Oct-14	甘肃省	6	0	0.0232	
Mar-11	天津市	10	0	0.0773	
Apr-05	吉林省	1	0	0.0037	
Oct-05	四川省	19	0	0.0232	
Aug-10	广东省	2	0	0.0021	
Jun-13	新疆	16	0	0.0717	
Aug-12	山西省	7	0	0.0195	
Aug-15	广西	2	0	0.0042	
Apr-06	北京市	1	0	0.0065	
Mar-05	黑龙江省	2	0	0.0052	
Aug-04	云南省	10	0	0.023	
Nov-05	贵州省	9	0	0.0243	
May-06	宁夏	1	0	0.0168	
Jul-15	重庆市	57	0	0.1905	
Oct-11	陕西省	3	0	0.008	
Feb-11	广东省	5	0	0.0048	
Feb-15	湖南省	3	0	0.0045	
May-06	全国	369	0	0.0282	
Apr-15	福建省	2	0	0.0053	
Jun-07	黑龙江省	4	0	0.0105	
Sep-06	浙江省	4	0	0.0082	
Feb-08	山东省	10	0	0.0107	
Mar-09	北京市	2	0	0.0118	
Jan-08	广东省	2	0	0.0021	
Jun-08	河南省	7	0	0.0075	
Dec-05	陕西省	5	0	0.0135	
Dec-13	山西省	1	0	0.0028	
Jul-12	湖南省	4	0	0.0061	
May-12	山西省	6	0	0.0167	
Apr-05	河北省	87	0	0.1278	
Sep-06	云南省	2	0	0.0045	
Apr-06	浙江省	10	0	0.0204	
May-10	陕西省	4	0	0.0106	
Nov-05	吉林省	1	0	0.0037	
Nov-15	内蒙古	1	0	0.004	
Jan-05	新疆	23	0	0.1157	
Feb-12	河南省	3	0	0.0032	
Mar-14	陕西省	7	0	0.0186	
Feb-07	湖北省	3	0	0.0053	
Jan-15	四川省	17	0	0.0209	
Feb-07	甘肃省	12	0	0.046	
Jun-14	山东省	143	0	0.1469	
Mar-06	山西省	6	0	0.0179	
Jul-13	新疆	36	0	0.1612	
Apr-11	山西省	6	0	0.0168	
Jul-08	陕西省	7	0	0.0187	
Aug-11	广西	2	0	0.0043	
May-13	贵州省	2	0	0.0057	
May-14	山西省	8	0	0.022	
Jul-11	重庆市	3	0	0.0104	
Jul-09	四川省	39	0	0.0477	
Sep-15	广东省	48	0	0.0448	
May-05	湖北省	17	0	0.0299	
Jul-11	山东省	27	0	0.0282	
Mar-13	浙江省	6	0	0.011	
Jul-11	全国	340	0	0.0254	
Aug-07	青海省	3	0	0.0547	
Apr-09	河北省	25	0	0.0358	
Jun-08	天津市	4	0	0.0359	
Dec-05	广西	3	0	0.0065	
Apr-12	湖北省	8	0	0.0139	
Sep-12	陕西省	2	0	0.0053	
Dec-09	新疆	11	0	0.0516	
Aug-08	四川省	189	0	0.2326	
May-04	陕西省	67	0	0.1832	
Nov-06	天津市	1	0	0.0096	
Apr-11	云南省	5	0	0.0109	
Feb-14	四川省	9	0	0.0111	
Nov-10	安徽省	2	0	0.0033	
Apr-07	广西	1	0	0.0021	
Apr-13	重庆市	5	0	0.017	
Feb-09	浙江省	6	0	0.0117	
Jul-11	安徽省	17	0	0.0286	
Jan-06	江苏省	1	0	0.0013	
Aug-09	广东省	2	0	0.0021	
Jul-07	贵州省	12	0	0.0319	
May-04	浙江省	16	0	0.034	
Jun-04	河南省	47	0	0.0485	
Feb-06	广东省	6	0	0.0065	
Jan-14	全国	116	0	0.0086	
Sep-07	云南省	2	0	0.0045	
Nov-05	广西	5	0	0.0108	
Oct-05	西藏	1	0	0.0365	
Jul-04	湖南省	18	0	0.0269	
Jun-10	湖南省	3	0	0.0047	
Sep-11	全国	156	0	0.0116	
Aug-12	福建省	1	0	0.0027	
May-09	北京市	0	0		
Mar-12	四川省	27	0	0.0335	
Dec-09	甘肃省	3	0	0.0114	
Mar-08	四川省	42	0	0.0517	
Nov-11	山东省	13	0	0.0136	
Nov-08	安徽省	1	0	0.0016	
Oct-04	山东省	8	0	0.0087	
Jul-14	北京市	8	0	0.0378	
Jul-08	湖北省	12	0	0.0211	
Apr-07	甘肃省	14	0	0.0537	
Dec-12	广东省	8	0	0.0076	
Dec-10	贵州省	1	0	0.0026	
Nov-07	天津市	1	0	0.0093	
Aug-04	江苏省	10	0	0.0132	
Mar-06	全国	207	0	0.0158	
May-12	陕西省	20	0	0.0534	
Apr-08	安徽省	17	0	0.0278	
Mar-07	天津市	2	0	0.0186	
Sep-10	山东省	23	0	0.0243	
May-06	山西省	12	0	0.0358	
Sep-15	陕西省	75	0	0.1987	
Jul-15	陕西省	122	0	0.3232	
Jul-10	贵州省	3	0	0.0079	
Nov-09	河北省	9	0	0.0129	
Feb-14	吉林省	1	0	0.0036	
May-04	黑龙江省	6	0	0.016	
Jun-12	河南省	8	0	0.0085	
Jul-12	湖北省	2	0	0.0035	
Feb-12	浙江省	11	0	0.0201	
Apr-13	吉林省	1	0	0.0036	
May-15	建设兵团	1	0	0.0366	
Jan-05	全国	170	1	0.0131	0.0001
Apr-06	黑龙江省	2	0	0.0052	
Feb-11	浙江省	4	0	0.0073	
May-09	陕西省	4	0	0.0106	
Aug-14	新疆	20	0	0.0883	
Feb-14	青海省	1	0	0.0173	
Jan-04	新疆	41	0	0.2204	
Nov-07	湖北省	2	0	0.0035	
Mar-08	重庆市	6	0	0.0213	
Mar-13	山西省	2	0	0.0055	
Feb-06	海南省	1	0	0.0121	
Mar-06	湖北省	2	0	0.0035	
May-12	重庆市	2	0	0.0069	
Jun-07	河南省	31	0	0.033	
Jul-12	河南省	16	0	0.017	
Jan-08	江苏省	2	0	0.0026	
Jun-09	湖南省	11	0	0.0172	
Aug-08	天津市	4	0	0.0359	
Dec-13	湖南省	2	0	0.003	
Nov-07	河南省	9	0	0.0096	
Sep-12	广东省	2	0	0.0019	
Mar-10	内蒙古	1	0	0.0041	
Feb-14	山东省	30	0	0.0308	
Jul-15	湖北省	18	0	0.0309	
Jul-08	湖南省	5	0	0.0079	
Dec-15	浙江省	4	0	0.0073	
Feb-12	天津市	4	0	0.0295	
Dec-12	黑龙江省	1	0	0.0026	
Jun-12	广东省	9	0	0.0086	
Sep-13	江西省	1	0	0.0022	
Sep-09	陕西省	1	0	0.0027	
Jun-14	四川省	15	0	0.0185	
Jul-09	重庆市	4	0	0.0141	
Jan-08	河北省	7	0	0.0101	
Jun-05	浙江省	24	0	0.0492	
Jul-06	山西省	11	0	0.0328	
Jan-06	重庆市	4	0	0.0143	
Aug-11	河北省	12	0	0.0167	
Nov-06	浙江省	1	0	0.002	
Jul-13	四川省	25	0	0.031	
Feb-07	山东省	11	0	0.0118	
Oct-08	山西省	1	0	0.0029	
Apr-15	辽宁省	1	0	0.0023	
Oct-04	江苏省	3	0	0.004	
Dec-15	贵州省	4	1	0.0114	0.0029
Apr-07	福建省	4	0	0.0112	
Nov-14	浙江省	4	0	0.0073	
May-15	广东省	94	0	0.0877	
Oct-05	湖南省	4	0	0.0064	
Jun-07	内蒙古	1	0	0.0042	
Mar-14	云南省	6	0	0.0128	
Jun-08	江苏省	6	0	0.0079	
Oct-07	黑龙江省	1	0	0.0026	
Nov-12	新疆	33	0	0.1494	
Sep-04	山西省	8	0	0.0241	
Oct-13	辽宁省	1	0	0.0023	
Feb-15	北京市	4	0	0.0186	
Dec-09	云南省	3	0	0.0066	
Oct-07	福建省	1	0	0.0028	
Jan-15	全国	325	0	0.0239	
Feb-12	甘肃省	6	0	0.0234	
Jan-08	四川省	29	0	0.0357	
Sep-11	陕西省	2	0	0.0054	
Apr-15	全国	499	0	0.0366	
Nov-15	天津市	21	0	0.1384	
Jul-05	山西省	10	0	0.03	
Dec-14	湖北省	3	0	0.0052	
Jan-11	江苏省	5	0	0.0064	
Mar-06	重庆市	3	0	0.0107	
Jun-05	江苏省	14	0	0.0188	
Aug-10	四川省	19	0	0.0232	
May-05	黑龙江省	7	0	0.0184	
Sep-04	四川省	47	0	0.0539	
Aug-13	新疆	33	0	0.1478	
Jun-13	北京市	1	0	0.0048	
Nov-05	安徽省	2	0	0.0033	
Dec-09	陕西省	1	0	0.0027	
Dec-14	广西	1	0	0.0021	
Sep-05	安徽省	6	0	0.0099	
May-08	内蒙古	1	0	0.0042	
